id;Primeiro Nome;Último Nome;Email;Facebook;Instagram;Linkedin;Telefone 1;Telefone 2;Empresa;Cargo;CPF;Documento;CNAE;CNAE Secundário;Tags;Endereço;Número;Complemento;Cidade;UF;CEP;Biografia;Aniversário;Indicação;Campo Auxiliar;Campo Auxiliar 2
118;Grupo;Zancanaro;redezancanaro@outlook.com;;zancanarogrupo;;554632241715;554632241715;;;;05461328000390;2330305 - PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO; | 4313400 - OBRAS DE TERRAPLENAGEM | 4679699 - COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL | 4689301 - COMERCIO ATACADISTA DE PRODUTOS DA EXTRACAO MINERAL, EXCETO COMBUSTIVEIS | 4930202 - TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL | 4930203 - TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS | 6810201 - COMPRA E VENDA DE IMOVEIS PROPRIOS | 7732201 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES | ;CNE,Instagram,Paraná,limpaconcreto,seguidores;;;;PATO BRANCO;PR;85501970;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;;;;
119;Matheus;Lajes e Concreto Bombeado;matheusjdjg@gmail.com;;mlconcretomix;;5521975496182;5521975496182;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
120;GRANIFORTE;CONCRETOS E ARGAMASSAS;proposta.concreto@graniforte.com.br;;graniforteconcretoseargamassas;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
121;Premix;concreto barra velha;Barravelha@premix.net.br;;premix_concreto_ltda;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
122;Concretemix;| Concretos, Lajes e Serviços;luizcarlosconcretemix@gmail.com;;concretemix.es;;5527998012278;5527998012278;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
123;BAHIA;BETON 👷🏾;;;_bahiabeton;;5575998550944;5575998550944;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
124;Grupo;P1;pedreiraumvalemix@gmail.com;;pedreiraumvalemix;;553138472200;553138472200;;;;29923811000146;2330399 - FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;;CNE,Instagram,Minas Gerais,limpaconcreto,seguidores;;;;TIMOTEO;MG;35184076;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;;;;
125;LS;ENGENHARIA E CONSTRUÇÕES | PARAUAPEBAS-PARÁ;ls.engenharia9@gmail.com;;ls.engenhariaeconstrucoes;;5594984262103;5594984262103;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
126;A;Valebeton atua em pequenas, médias e grandes Obras.;jaqueline.diniz@valebeton.com.br;;valebeton.concreto;;5512974070810;5512974070810;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
127;Usimix;Concreto e Argamassa;usimix@usimixconcreto.com.br;;usimixconcretovca;;557734255100;557734255100;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
128;Hefest;Minerals;info@hefest.com.br;;hefestminerals;;553125333434;553125333434;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
129;SOL;MANUTENÇÕES EM CENTRAIS;solmanutecoes@gmail.com;;solmanutencoes_sp;;5521999278769;5521999278769;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
130;Arlete;Silva - Engenheira Civil;ar-le-tesilva@hotmail.com;;engagro.engenharia;;5566996454130;5566996454130;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
131;TOTAL;PAV SP;orcamentos@totalpavsp.com.br;;totalpav.sp;;5511989694514;5511989694514;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
132;RR;Barros Serviços e Construções;rr_barros@outlook.com;;rrbarrosservicoseconstrucoes;;5567981272476;5567981272476;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
133;Cerqueira;Mix;rafaelsouza0513@gmail.com;;cerqueiramix;;5521979064484;5521979064484;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
134;Jc;Pavimentação e Locações;contato@jcpavimentacao.com.br;;jcpavimentacao;;5511940032444;5511940032444;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
136;CONCREMAX;- Concrenorte concreto e construções;concretoprimavera@concremax.com.br;;concrenorteconcretos;;5566999972389;5566999972389;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
139;Consbrita;Ltda;;;consbrita;;554932451004;554932451004;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
157;GRUPO;EMAQ;guilherme@emaq.ind.br;;grupoemaq;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
159;SOMAR;MÁQUINAS E EQUIPAMENTOS;comercial@somarequipamentos.com.br;;somar_equipamentos_seminovos;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
160;JR;Pavimentação;;;jrpavimentacao_;;5511974177899;5511974177899;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
166;Chem❌;;orders@chem-x.com;;chem.x;;18006245403;18006245403;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
168;CONSTRUMIX;;usinaconcreto.construmix@hotmail.com;;construmix_concreto;;551146388808;551146388808;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
169;Concreta;Pré Moldados;concretalajes@gmail.com;;concreta_pre_moldados_;;554232421055;554232421055;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
172;Hipermix;;hipermix.varginha@gmail.com;;hipermix.concreto;;553530670067;553530670067;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
173;Zortéa;Construções 🇧🇷;campolargo@zortea.com.br;;zorteaconstrucoes;;556730278000;556730278000;;;;07725945000209;2330301 - FABRICACAO DE ESTRUTURAS PRE-MOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA; | 2511000 - FABRICACAO DE ESTRUTURAS METALICAS | 2330302 - FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO | 4120400 - CONSTRUCAO DE EDIFICIOS | 4399199 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE | ;CNE,Instagram,Mato Grosso,Mato Grosso do sul,limpaconcreto,seguidores;;;;VARZEA GRANDE;MT;78150000;FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA;;;;
174;ENGEMIX;CONCRETO;william.freitas@vcimentos.com;;vendedorfreitas_engemix;;5562999112873;5562999112873;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
179;Hipermix;Barueri  SP;hipermixbarueri@gmail.com;;hipermixbarueri;;551141867777;551141867777;;;;;;;Concreteira SP,Google,Instagram,Maps,limpaconcreto,seguidores;R. Tuiuiús, 70 - Parque Santa Teresa, Carapicuíba - SP, 06340-175;;;;9;;;;;;
180;AGRO-CONCRETO;;agroconcreto@gmail.com;;agroconcreto;;584147576969;584147576969;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
195;Plena;Obras Industriais;siqueira.pllena@gmail.com;;pllenaobrasindustriais;;5562982408060;5562982408060;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
200;HA;Incorporadora;contato@haincorporadora.com.br;;haincorporadora;;556232287951;556232287951;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
201;Ribeiro;Concreto;Comercial@ecribeiro.com.br;;ribeiroconcreto;;551432031477;551432031477;;;;07115459000180;2330305 - PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO; | 7732201 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES | 7739099 - ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR | 4399199 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE | ;CNE,Instagram,São Paulo,limpaconcreto,seguidores;;;;BAURU;SP;17039741;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;;;;
202;Concreto;São Domingos;concreto.saodomingosvga@yahoo.com.br;;concretosaodomingos;;553532225695;553532225695;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
204;JH;Construções Pré-moldado;contato@jhpremoldados.com.br;;jh.premoldados;;553734052505;553734052505;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
205;Grupo;Sanson;;;grupo.sanson;;551532884288;551532884288;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
212;CONCRETO;SÃO MIGUEL;csm@concretosaomiguel.com;;concretosaomiguel;;5521982661605;5521982661605;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
213;LIDER;CONCRETO;atendimento@liderconcreto.com.br;;liderconcreto;;5516981661237;5516981661237;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
214;Norte;Sul;nfe@nortesulmt.com.br;;nortesulmt;;556533831582;556533831582;METALURGICA NORTE E SUL;;;03477412000105;2330301 - Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;2511000 - Fabricação de estruturas metálicas | 4744004 - Comércio varejista de cal, areia, pedra britada, tijolos e telhas | 4744099 - Comércio varejista de materiais de construção em geral | 7112000 - Serviços de engenharia | 7719599 - Locação de outros meios de transporte não especificados anteriormente, sem condutor | 7732201 - Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes | 7732202 - Aluguel de andaimes |;CNE,Instagram,Mato Grosso,limpaconcreto,seguidores;;;;1046;MT;78365000;Fabricao de estruturas prmoldadas de concreto armado, em srie e sob encomenda;;;;
215;Porto;de Areia Pontal;andramix.concreto@uol.com.br;;porto.pontal;;5518996296970;5518996296970;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
216;MA;CONCRETO;concreto@grupomarcosandrade.com.br;;concreto.ma;;5577988468600;5577988468600;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
217;Uniserv;Concretos e Serviços;uniservconcretos@gmail.com;;uniservconcreto;;551146774047;551146774047;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
218;Multilok;;multilokbombeamento@gmail.com;;multilokconcreto;;5519998907556;5519998907556;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
219;Minerasul;Concreto Campos;samuelgui13@hotmail.com;;minerasulcampos;;5522998761473;5522998761473;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
220;Rogério;Mix | Laje e Concreto;rogeriomixmidias@gmail.com;;rogeriomix_;;5527998989883;5527998989883;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
221;BetonFort;Concreto;betonfort@betonfort.com.br;;betonfort_concreto;;5535984000984;5535984000984;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
222;Lamix;Concretos;dutrapremoldados@hotmail.com;;lamixconcretosusinado;;554836588207;554836588207;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
223;Construbrás;;;;construbras_rs;;5554996419732;5554996419732;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
224;RealX;;;;realxbhoficial;;553134885308;553134885308;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
225;Welmix;Areia e Brita;welmix@welmix.com.br;;welmixareiaebrita;;553432178877;553432178877;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
226;Concreto;Bombeado;;;matosmixconcreto;;5521994040083;5521994040083;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
227;Noromix;Concreto S.A;augusto.aranha@noromix.com.br;;noromix.concreto;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
228;Mamba;Mix;mambamix21@gmail.com;;mamba_mix;;5581998585279;5581998585279;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
229;Moromix;;moromix@antoniomoro.com.br;;moromixconcreto;;5542991577072;5542991577072;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
230;Arm;Mix;Contato@armmix.com.br;;armmixconcreto;;5521982445879;5521982445879;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
231;Nova;Asfaltica;novaasfalticaincorporadora@gmail.com;;asfaltoribeiraopretosp;;5516993188070;5516993188070;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
232;CRP;Concessionária;contato@crpconcessionaria.com.br;;crpconcessionaria;;5532998268587;5532998268587;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
233;JPB;Rental;contato@jpbrental.com.br;;jpbrental;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
234;Concreleão;;;;concreleao;;5519996582802;5519996582802;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
235;ABESC;;abesc@abesc.org.br;;abesconline;;551131676446;551131676446;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
236;Vitória;Mix Concreto;vitoriamix2023@gmail.com;;vitoriaconcreto;;5581985153747;5581985153747;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
237;HS;TRANSPORTES E MÁQUINAS;hstransporti@hotmail.com;;hstransportesemaquinas;;5565999839809;5565999839809;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
241;Coyote;Pavimentação;coyotepav@gmail.com;;coyotepavimentacao;;5511996605482;5511996605482;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
267;Fera;| Concreteira;feramaracaju@gmail.com;;feramaracaju;;5567998122313;5567998122313;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
274;cimento;e forma;;;cimentoeforma;;5521969789877;5521969789877;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
276;CONCRELAGOS;_FSA ALCIONE SOUZA;alcionesouzadahora@gmail.com;;concrelagos_alcione;;5575999426583;5575999426583;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
283;Acecon;Concreto;vendas@aceconconcreto.com.br;;aceconconcreto;;5519971212040;5519971212040;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
286;Stabil;Argamassa e Concreto;contato@stabilargamassa.com.br;;stabilargamassaconcreto;;555137481680;555137481680;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
289;Norte;Mix;nortemix.norte@hotmail.com;;norte_mix;;5527999895757;5527999895757;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
301;Sermenge;Locação de Equip.;locacao@sermenge.com.br;;sermenge_locacao;;5531988354231;5531988354231;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
302;MTSUL;;mtsul@hotmail.com;;mtsulconstrucoes;;556536674388;556536674388;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
310;Terra;Concreto Jaguariúna;concreteiraterra@gmail.com;;concreteiraterrajaguariuna;;5519999118583;5519999118583;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
313;Betomix;;;;betomixrj;;5521983323834;5521983323834;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
319;PAVCEN;ENGENHARIA;paulo.valadares@pavcen.com.br;;pavcenengenharia;;5563981114000;5563981114000;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
320;Gemmax;Gradnja - Firma od poverenja;gemmaxgradnja@gmail.com;;gemmax_gradnja;;38163560305;38163560305;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
332;Ensaios;em Concreto, Argamassas, Empreiteira de Mao de Obra;triunfolaboratorios@gmail.com;;triunfotecnologiaeconstrucao;;5547988867486;5547988867486;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
340;Construtora;Tripolo;sac@tripolo.com.br;;construtoratripolo;;556634268495;556634268495;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
342;UBAMIX;CONCRETO E LAJES;ubamixvendas@gmail.com;;ubamixconcreto;;5512996602966;5512996602966;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
344;Riuma;Mineração;;;riumamineracao;;551139480955;551139480955;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
354;Oestebeton;Concreto Usinado;andre@oestebeton.com.br;;oestebeton_concretousinado;;5577999560178;5577999560178;OESTEBETON CONCRETO USINADO;;;27045682000105;2330305 - PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO; | 2330301 - FABRICACAO DE ESTRUTURAS PRE-MOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA | 4399199 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE | 4930202 - TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL | 7732201 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES | ;Bahia,CNE,Instagram,limpaconcreto,seguidores;;;;LUIS EDUARDO MAGALHAES;BA;47850000;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;;;;
379;Top;Locações e Terraplenagem;contato@speedmixconcreto.com.br;;top_locacoes_e_terraplenagem;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
381;Concrereti;;piracicaba@concrereti.com.br;;concrereti_piracicaba;;551934137222;551934137222;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
390;American;Contractor;info@americancontractorshow.com;;americancontractorshow;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
397;Premoldados;;sopremoldados1@gmail.com;;premoldadostiangua;;5588994861237;5588994861237;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
407;Deltamix;Concretos;gerencia@deltamixconcretos.com;;deltamix_slz;;5598992087788;5598992087788;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
415;CONCRETECH;;comercial@concretechpe.com.br;;concretechpe;;5581986710560;5581986710560;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
417;TRIO;CONSULTORIA TÉCNICA;contato@trioegenharia.com.br;;trio_consultoria_tecnica;;;;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
418;GTL;Concreto;vendas@gtlconcreto.com.br;;gtlconcreto;;551140002003;551140002003;;;;;;;Concreteira SP,Google,Instagram,Maps,limpaconcreto,seguidores;Av. Mal. Castelo Branco, 800 - Jardim Tres Marias, Taboão da Serra - SP, 06790-070;;;;59;;;;;;
421;GEOMIX;CONCRETO E BRITA;comercial@geoterramineracao.com.br;;geomixconcreto;;559492720985;559492720985;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
422;Argasol;Araraquara;nfe@argasol.com.br;;argasolararaquara;;551633227000;551633227000;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
423;Grupo;Santo Anjo;contato@grpsantoanjo.com.br;;grpsantoanjo;;5535991214615;5535991214615;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
424;Concreloc;Concreto;contato@concreloc.com.br;;concreloc;;557135122470;557135122470;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
425;Concreto;Concrelupi;concrelupi@uol.com.br;;concrelupi;;551147431610;551147431610;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
426;LB;Construções Ltda.;lbconstrucoes@lbconstrucoes.com;;lbconstrucoes;;5595991194199;5595991194199;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
427;CONCREKAZA;;concrekaza@gmail.com;;concre.kaza;;5527995820287;5527995820287;;;;;;;Instagram,limpaconcreto,seguidores;;;;;;;;;;;
